電影中文名稱,電影英文名稱,類型,國家,上映年份,導演,演員,Hami詳細頁Url,hami_rating,hami_duration,imdb_id,rt_tomatometer,rt_audience_score,douban_rating,imdb_rating,metacritic_rating,rt_tomatometer_omdb
我們的幸福生活,For a Happy Life,愛情,歐洲,2020,"迪米特里林德, 薩利瑪格拉明","索菲亞勒薩弗爾, 克里斯多福澤拉克, 阿莎伊克巴勒",https://hamivideo.hinet.net/product/214104.do?cs=2,3.4,85分鐘,tt7714802,NoRating,NoRating,NoRating,6.3,NoRating,
迷魂殺機,This World Then The Fireworks,劇情,美加,1997,麥可歐柏威茲,"比利贊恩, 吉娜葛森, 雪柔李",https://hamivideo.hinet.net/product/198119.do?cs=2,3.6,95分鐘,tt0117898,38%,46%,NoRating,5.2,NoRating,
欺詐之人,A Crooked Somebody,劇情,美加,2021,崔弗懷特,"李奇索摩, 小克里夫頓柯林斯, 瓊安佛洛葛特, 阿曼達柯魯",https://hamivideo.hinet.net/product/152953.do?cs=2,2.5,102分鐘,tt5922124,78%,63%,6.5,6.2,74/100,
末世大軍,Foxtrot Six,動作,東南亞,2021,藍迪克羅姆皮斯,"歐卡安塔拉, 威爾第索萊曼, 奇戈傑里科, 里歐迪萬托, 阿爾芬普特拉",https://hamivideo.hinet.net/product/176907.do?cs=2,3.0,114分鐘,tt8948208,NoRating,44%,5.4,5.4,NoRating,
怪屍案,The Trouble With Harry,經典電影,美加,1955,亞佛烈德希區考克,"約翰福賽斯, 雪莉麥克雷恩, 埃德蒙格溫",https://hamivideo.hinet.net/product/286886.do?cs=2,2.0,98分鐘,tt0048750,88%,73%,7.6,7.0,74/100,
說唱藝人：希望之聲,The Singer,劇情,韓國,2020,趙正來,"金烔完, 李逢根, 李幼梨, 朴哲民, 金嘏娫",https://hamivideo.hinet.net/product/143532.do?cs=2,4.8,118分鐘,tt13439250,24%,63%,6.3,6.5,NoRating,
異網殺盡,Ascension (5G: The Reckoning),驚悚,美加,2023,邁克爾巴法羅,"瑞安娜卡麥隆, 寇姆希爾, 邁克爾米頓, 納撒尼爾沃森",https://hamivideo.hinet.net/product/256939.do?cs=2,3.0,81分鐘,,59%,56%,NoRating,NoRating,NoRating,
聖羅蘭：時尚影子的人生,Celebration,紀錄片,法國,2020,奧利維梅洛,"伊夫聖羅蘭, 皮耶伯格, 蕾蒂莎科斯塔",https://hamivideo.hinet.net/product/138483.do?cs=2,3.2,73分鐘,tt0970174,NoRating,NoRating,7.4,6.5,79/100,
殺戮鳥,Killbird,驚悚,美加,2019,喬薩內蒂,"塔莫潘尼凱, 艾麗莎羅塔魯, 亞倫道格拉斯",https://hamivideo.hinet.net/product/168591.do?cs=2,3.2,84分鐘,tt7543908,NoRating,50%,NoRating,4.9,NoRating,
電車癡漢,The Tram Sick,喜劇,其他,2016,安俊毅,"劉寶樂, 曹安迪, 鄒旭峰, 陳羽桐, 彭凱",https://hamivideo.hinet.net/product/151630.do?cs=2,3.0,66分鐘,,78%,63%,NoRating,NoRating,NoRating,
青色物語,We Are,劇情,日本,2018,藤井道人,"秋月三佳, 平田滿, 真野惠里菜",https://hamivideo.hinet.net/product/187942.do?cs=2,3.5,120分鐘,tt8517242,95%,47%,6.4,5.5,NoRating,
最後的別離,The Last Descent,劇情,美加,2016,艾薩克哈拉西克,"查德威克霍普森, 亞歷克西斯約翰遜",https://hamivideo.hinet.net/product/236612.do?cs=2,3.7,104分鐘,tt5895892,NoRating,70%,5.7,5.5,NoRating,
有毒的日子,Cookster: The Darkest Days,劇情,英國,2025,史蒂芬羅奇,"克雷格米德爾堡, 尼克莫蘭, 崔西肖, 山繆史戴特, 凱特琳彭",https://hamivideo.hinet.net/product/325574.do?cs=2,4.5,118分鐘,tt22247274,NoRating,NoRating,NoRating,4.7,NoRating,
環遊世界大冒險(英語),Elcano ＆ Magellan: The First Voyage Around the World English,動畫,西班牙,2019,安潔兒阿隆索,"基柯哈瑞基, 伊那基貝拉謝, 荷西維拉",https://hamivideo.hinet.net/product/99868.do?cs=2,4.3,89分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
顫慄農場,THE ANT FARM,驚悚,美加,2022,羅伯特香農,"瑪蒂娜芬奇, 羅伯特香農, 保羅凱勒",https://hamivideo.hinet.net/product/200517.do?cs=2,3.0,84分鐘,tt7978892,NoRating,NoRating,NoRating,4.0,NoRating,
蟬鳴歲月,Cicada,劇情,韓國,2022,李忠烈,"成民秀, 朱寶飛, 徐妍雨",https://hamivideo.hinet.net/product/203068.do?cs=2,4.6,122分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
鴛夢重溫,Random Harvest,經典電影,美加,2013,茂文李洛埃,"羅納考爾門, 葛麗嘉遜",https://hamivideo.hinet.net/product/231004.do?cs=2,4.6,126分鐘,tt0035238,83%,89%,8.5,7.9,62/100,
血獵手：混血者的崛起,Blood Hunters: Rise of the Hybrids,動作,美加,2019,樊尚索貝拉諾,"黃美玲, 張莎拉, 蒙蘇爾德爾羅莎里奧",https://hamivideo.hinet.net/product/213485.do?cs=2,4.0,70分鐘,tt6754712,NoRating,NoRating,NoRating,5.7,NoRating,
重返舞台四天王,The Happy Life,喜劇,韓國,2007,李濬益,"鄭振英, 張根碩, 金尚昊, 金倫奭",https://hamivideo.hinet.net/product/244948.do?cs=2,3.6,112分鐘,tt1266664,NoRating,64%,7.5,6.8,NoRating,
宅在瘟疫蔓延時,Tales of the Lockdown,劇情,西班牙,2020,"米格爾巴登, 璜迪雅哥普多, 費南多寇洛摩, 艾拉羅費南德茲阿爾梅羅, 大衛馬克斯","路易斯托薩, 艾瓦羅瑞可, 曼蕊拉薇拉斯朵, 阿爾貝托阿曼, 伊斯科",https://hamivideo.hinet.net/product/141527.do?cs=2,3.2,91分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
無法忘懷的臉,The Face I Can’t Forget,驚悚,美加,2024,艾麗西亞K.哈里斯,"拉伊莎康德拉基, 詹姆斯吉爾伯特",https://hamivideo.hinet.net/product/316138.do?cs=2,4.6,87分鐘,tt32767136,NoRating,NoRating,NoRating,5.2,NoRating,
蝸牛籃球隊,"Go, Snails！",劇情,韓國,2024,髙銀琪,"朴號山, 徐芝釋",https://hamivideo.hinet.net/product/323217.do?cs=2,4.3,118分鐘,,67%,78%,NoRating,NoRating,NoRating,
舞動巴黎,French Cancan,經典電影,法國,1955,尚雷諾瓦,"瑪麗亞費利克斯, 尚嘉賓",https://hamivideo.hinet.net/product/290288.do?cs=2,5.0,103分鐘,,100%,85%,NoRating,NoRating,NoRating,
他們在島嶼寫作Ⅲ 削瘦的靈魂,A Lean Soul,紀錄片,台灣,2021,朱賢哲,七等生,https://hamivideo.hinet.net/product/162002.do?cs=2,4.6,104分鐘,tt13298636,NoRating,NoRating,7.6,7.0,NoRating,
好漢解放營,Men on the Verge of a Nervous Breakdown,喜劇,法國,2022,奧黛麗達娜,"提西勒米特, 朗茲貝迪亞, 法蘭西斯薩維德梅松, 羅倫特史托克, 帕斯卡德穆隆, 瑪莉娜漢斯",https://hamivideo.hinet.net/product/239980.do?cs=2,4.1,92分鐘,tt10945232,NoRating,NoRating,NoRating,5.2,NoRating,
水星領航員-ARIA THE AVVENIRE,ARIA The AVVENIRE,動畫,日本,2015,佐藤順一,"葉月繪理乃, 大原沙耶香, 西村千奈美",https://hamivideo.hinet.net/product/154381.do?cs=2,4.7,60分鐘,tt4691568,NoRating,NoRating,9,7.4,NoRating,
大幻影,Grand Illusion,經典電影,法國,1937,尚雷諾瓦,"蒂塔保洛, 尚嘉賓",https://hamivideo.hinet.net/product/243597.do?cs=2,4.3,113分鐘,tt0028950,97%,92%,8.4,8.0,NoRating,
修女向錢衝,Beate,喜劇,義大利,2018,薩瑪德扎曼迪利,"多納泰拉菲諾基亞羅, 保羅皮爾伯, 瑪麗亞羅佛倫, 露西雅沙爾多",https://hamivideo.hinet.net/product/297903.do?cs=2,0.0,93分鐘,tt6084880,NoRating,NoRating,NoRating,5.7,NoRating,
嚴密監視的派對,Metronom,愛情,法國,2022,亞歷山德魯貝爾克,"瑪拉布加林, 塞爾班拉扎羅維奇",https://hamivideo.hinet.net/product/241359.do?cs=2,3.0,102分鐘,tt12253164,91%,NoRating,6.4,6.6,NoRating,
我的西門小故事,Short story at the West Gate,劇情,台灣,2016,尚若白,尚若白,https://hamivideo.hinet.net/product/52794.do?cs=2,5.0,80分鐘,,71%,75%,NoRating,NoRating,NoRating,
肖像啟示錄,Portraits of the Apocalypse,驚悚,其他,2024,"盧卡卡斯特羅, 法比安福爾特, 尼卡諾洛雷蒂","德米安薩洛蒙, 洛雷娜維加, 埃塞奎爾羅德里格斯",https://hamivideo.hinet.net/product/320832.do?cs=2,2.0,78分鐘,,NoRating,NoRating,6.4,NoRating,NoRating,
尖叫週末夜,Sneekweek,驚悚,歐洲,2016,馬丁海因,"卡洛琳斯波爾, 傑勒德榮, 喬德瑙特, 黄耀成洛辛, 霍莉梅布魯德",https://hamivideo.hinet.net/product/175629.do?cs=2,4.0,108分鐘,tt4849176,NoRating,NoRating,NoRating,4.7,NoRating,
關鍵對話,The Journey,劇情,英國,2016,尼克漢姆,"提莫西史波, 寇姆明尼, 佛瑞迪海默爾, 約翰赫特, 凱薩琳麥柯馬克, 托比史蒂芬斯, 伊恩麥克爾希尼",https://hamivideo.hinet.net/product/73226.do?cs=2,4.2,94分鐘,tt4826674,18%,46%,NoRating,6.7,53/100,
伊如陽光,Amazing Grace,家庭,台灣,2020,陳家俊,"謝沛恩, 李之勤, 沈孟生",https://hamivideo.hinet.net/product/257005.do?cs=2,4.5,92分鐘,tt11530606,68%,85%,NoRating,9.6,NoRating,
不能說的女友,Besties,劇情,法國,2021,瑪莉安德賽涅拉威爾,"莉娜艾兒阿拉比, 埃絲特貝爾內羅蘭德",https://hamivideo.hinet.net/product/265040.do?cs=2,3.1,80分鐘,tt10945316,NoRating,NoRating,6.4,6.3,NoRating,
最後一笑(經典數位修復),The Last Laugh,經典電影,德國,1924,穆瑙,"愛米爾強寧斯, 梅麗戴爾沙夫特",https://hamivideo.hinet.net/product/155372.do?cs=2,4.2,105分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
白蓮邪神,White Lotus Cult,劇情,香港,1993,鄭兆強,"杜少津, 葉全真, 袁潔瑩",https://hamivideo.hinet.net/product/141006.do?cs=2,1.0,97分鐘,tt0106344,NoRating,NoRating,6,6.0,NoRating,
莎拉移山記,The Girl Who Believes in Miracles,家庭,美加,2021,理查德柯雷爾,"蜜拉索維諾, 奧斯汀約翰遜, 凱文索爾博",https://hamivideo.hinet.net/product/292275.do?cs=2,4.2,99分鐘,tt9098454,40%,93%,6.4,6.2,NoRating,
荒原狼,Steppenwolf,驚悚,歐洲,2024,阿迪爾汗葉爾扎諾夫,"別里克艾特佔諾夫, 阿扎馬特尼格馬諾夫, 安娜斯塔琴科",https://hamivideo.hinet.net/product/326563.do?cs=2,5.0,101分鐘,tt0072206,79%,NoRating,7.3,6.0,NoRating,
美國夢．檸檬水,Lemonade,劇情,歐洲,2018,伊歐娜尤里卡洛,"瑪麗娜馬諾維奇, 迪倫史密斯, 史帝夫巴西克",https://hamivideo.hinet.net/product/298692.do?cs=2,3.2,83分鐘,tt32432676,100%,NoRating,NoRating,6.6,NoRating,
三鳳震武林 數位修復版,Vengeance of the Phoenix Sisters,劇情,台灣,1968,陳洪民,"柳青, 楊麗花, 金玫, 葛小寶, 金塗, 康明, 易原, 吳炳南, 英英, 藍瑛",https://hamivideo.hinet.net/product/118915.do?cs=2,4.1,87分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
鋼琴師失蹤之謎,They Shot the Piano Player,動畫,西班牙,2023,"費爾南多特魯巴, 哈維爾馬里斯卡爾","傑夫高布倫, 托尼拉莫斯, 阿貝爾阿亞拉, 羅貝塔瓦拉赫",https://hamivideo.hinet.net/product/279222.do?cs=2,4.1,103分鐘,tt11242654,79%,68%,6.6,6.7,74/100,
廣東十虎鐵橋三之王者歸來,"TEN TIGERS OF GUANGDONG,TIE QIAOSAN-THE KUNGFU KING,LRON BRIDGES’BACK",動作,其他,2019,田少波,"孫浩然, 薛小冉, 王時雨, 公方敏, 馬熙米",https://hamivideo.hinet.net/product/197081.do?cs=2,3.0,88分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
時空夢遊,Spin State,科幻,英國,2020,羅斯A.威森,"傑米羅伯森, 塞揚薩爾萬",https://hamivideo.hinet.net/product/193023.do?cs=2,2.2,94分鐘,tt7153198,NoRating,NoRating,NoRating,5.6,NoRating,
巴黎黑幫阿帕契,Apaches,驚悚,法國,2023,羅曼基羅,"愛麗絲伊薩斯, 尼爾斯施奈德, 羅德帕拉多特",https://hamivideo.hinet.net/product/281493.do?cs=2,4.0,93分鐘,tt13823990,NoRating,NoRating,NoRating,5.3,NoRating,
還我情心,My Heart Will Go On,動作,香港,1999,蔡明潔,"吳奇隆, 蔡少芬, 吳啟華",https://hamivideo.hinet.net/product/285702.do?cs=2,3.6,90分鐘,tt27907061,NoRating,NoRating,6.8,NoRating,NoRating,
登堂入弒,Masquerade,驚悚,美加,2022,夏恩戴克斯泰勒,"貝拉索恩, 艾蜜莉艾琳林德, 絲凱勒山謬斯",https://hamivideo.hinet.net/product/199172.do?cs=2,3.5,80分鐘,tt21220756,NoRating,NoRating,NoRating,5.4,NoRating,
羅賓漢,The Adventures of Robin Hood,經典電影,美加,1938,邁克爾柯蒂斯,"奧利維亞哈維蘭, 埃羅爾弗林",https://hamivideo.hinet.net/product/211498.do?cs=2,4.0,101分鐘,tt0955308,100%,89%,6.8,6.6,53/100,
熱血男子漢,The Hot-blooded,動作,韓國,2021,愼宰明,"李政炫, 崔製憲, 鄭成豪",https://hamivideo.hinet.net/product/177374.do?cs=2,3.8,91分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
黑溪的亡靈,Black Creek,驚悚,英國,2017,詹姆斯克勞,"克里斯奧弗林, 莉亞派崔克, 邁克爾科彭, 布里安娜謝伊, 麥可希爾",https://hamivideo.hinet.net/product/324755.do?cs=2,3.6,80分鐘,tt27078378,NoRating,NoRating,NoRating,4.3,NoRating,
狼,Aware of the Wolf,驚悚,美加,1951,約書亞尼爾森,"東尼墨菲, 凱蒂羅爾森, 蘇珊約翰遜, 詹恩諾迪萊",https://hamivideo.hinet.net/product/292279.do?cs=2,1.6,92分鐘,tt32395062,NoRating,NoRating,NoRating,4.6,NoRating,
非一般家庭風暴,A Son,劇情,其他,2019,邁赫迪巴薩維,"山米布亞拉, 娜吉拉班阿布達拉",https://hamivideo.hinet.net/product/287124.do?cs=2,4.6,92分鐘,tt10749760,94%,96%,7.2,7.2,NoRating,
逃家愛麗絲,Alice Runs Away,驚悚,美加,2021,萊恩布利斯,"艾許莉謝爾頓, 威廉山德勒, 布蘭琪貝克, 湯姆唐寧",https://hamivideo.hinet.net/product/237760.do?cs=2,2.0,76分鐘,,NoRating,NoRating,5.9,NoRating,NoRating,
黑魔法,Pale Horse,驚悚,美加,2024,皮里泰奧,"佩瑞希迪南, 泰勒佩里西蒂, 亞歷山德拉巴德",https://hamivideo.hinet.net/product/285716.do?cs=2,3.0,87分鐘,,90%,72%,4.8,NoRating,NoRating,
我的陌生父親,Stolen Days,劇情,義大利,2019,古多隆巴迪,"里卡多史卡馬西奧, 馬西莫波波利齊奧, 奧古斯多札札洛, 卡洛切爾切羅, 喬治歐卡雷切",https://hamivideo.hinet.net/product/120459.do?cs=2,3.6,102分鐘,tt11092546,NoRating,NoRating,6.8,6.3,NoRating,
槍擊瑪麗蓮,American Night,動作,美加,2021,阿勒西奧德拉瓦爾,"強納森萊斯梅爾, 艾米爾賀許, 傑瑞米皮文, 帕姿薇格, 麥可麥德森, 福圖納多卡利諾",https://hamivideo.hinet.net/product/198372.do?cs=2,5.0,123分鐘,tt5344054,29%,88%,4.6,4.4,NoRating,
驚世豪門,The Inheritance,驚悚,美加,2020,"查德巴拉傑, 凱文史派克麥耶","娜塔麗雅尤米納, 尼克維特曼",https://hamivideo.hinet.net/product/199901.do?cs=2,3.6,87分鐘,tt9271850,35%,29%,4.4,4.7,NoRating,
貪婪,Greed in the sun,經典電影,法國,1964,亨利韋爾納伊,"尚保羅貝爾蒙多, 利諾文圖拉",https://hamivideo.hinet.net/product/246328.do?cs=2,3.0,124分鐘,,NoRating,84%,5.4,NoRating,NoRating,
鬼面信號,Broadcast Signal Intrusion,驚悚,美加,2021,雅各金特里,"岑勇康, 凱利麥克, 克里斯蘇利文, 麥克伍茲",https://hamivideo.hinet.net/product/274207.do?cs=2,3.0,103分鐘,tt11151336,68%,41%,5.3,5.4,NoRating,
時間守護者,The Time Guardians,劇情,其他,2020,艾力克西泰爾諾夫,"瑪莉娜卡薩柯娃, 帕維爾楚比那, 可欣亞艾莉克西娃",https://hamivideo.hinet.net/product/151558.do?cs=2,3.1,92分鐘,tt12872350,NoRating,NoRating,NoRating,3.9,NoRating,
畢業殺砍砍,The 6th Friend,驚悚,美加,2016,雷蒂亞克勞斯頓,"潔米柏娜黛, 香緹兒艾爾伯斯, 多明妮克史旺, 潔西卡莫里斯, 塔妮婭諾蘭, 莫尼克羅莎里奧",https://hamivideo.hinet.net/product/166060.do?cs=2,2.5,0分鐘,tt2891234,33%,38%,3.5,4.2,NoRating,
拼音戀習曲,AEIOU- A Quick Alphabet of Love,愛情,法國,2024,妮可葉特克雷畢茲,"蘇菲蘿伊, 烏多基爾, 米蘭赫姆斯",https://hamivideo.hinet.net/product/252311.do?cs=2,3.0,103分鐘,tt17154094,NoRating,NoRating,6.3,5.5,NoRating,
X頻道之怪奇物語,Dark Tales from Channel X,驚悚,美加,2021,"曼尼塞拉諾, 琳西賽拉諾","米雪兒努涅斯, 維多利亞克萊兒, 哈利史考特蘇利文",https://hamivideo.hinet.net/product/197756.do?cs=2,2.3,73分鐘,tt11364118,NoRating,NoRating,NoRating,4.6,NoRating,
露西亞的願望：魔法時光機,All I Want For Christmas：The Magic Time Machine,家庭,歐洲,2022,克里斯提安杜克,"賽希莉亞洛芙雷多, 蜜雅蓮妮, 馬汀巴契, 湯瑪斯博拉森, 烏福皮克",https://hamivideo.hinet.net/product/234753.do?cs=2,3.3,88分鐘,tt22037802,NoRating,NoRating,NoRating,4.9,NoRating,
榮光之子,Gaadi - Children Of The Sun,劇情,其他,2019,普拉沙納維然尼奇,"迪娜拉潘奇赫瓦, 薩吉塔安東尼, 希亞姆費南多",https://hamivideo.hinet.net/product/289570.do?cs=2,5.0,99分鐘,tt7643134,NoRating,NoRating,NoRating,7.7,NoRating,
聽不到的說話,Silent Love,劇情,香港,1986,姜大衛,"劉青雲, 馬斯晨, 黃斌",https://hamivideo.hinet.net/product/308473.do?cs=2,5.0,91分鐘,tt0126663,NoRating,NoRating,7.5,7.0,NoRating,
興風作浪,Trouble Makers,喜劇,其他,2019,李春嘯,"宋曉峰, 關婷娜, 蔣依杉, 王小虎",https://hamivideo.hinet.net/product/135604.do?cs=2,2.6,86分鐘,,NoRating,29%,5.4,NoRating,NoRating,
豬圈(經典數位修復),Porcile,經典電影,法國,1969,皮埃爾保羅帕索里尼,"皮埃爾克萊門蒂, 讓皮埃爾萊奧",https://hamivideo.hinet.net/product/138004.do?cs=2,3.4,98分鐘,tt0064828,60%,65%,NoRating,6.6,NoRating,
超脫青春,As You Are,劇情,美加,2021,邁爾斯喬利佩拉菲特,"歐文坎貝爾, 查理希頓, 亞曼德拉斯坦伯格",https://hamivideo.hinet.net/product/146389.do?cs=2,3.0,104分鐘,tt23752030,71%,67%,7.4,7.5,NoRating,
愛在馬場間,Charlie’s Horse,家庭,美加,2023,布萊德凱勒,"卡斯柏范狄恩, 愛德華福隆, 雅雅葛瑟林, 喬喬瑪莉, 卡森康寧漢",https://hamivideo.hinet.net/product/257602.do?cs=2,4.0,86分鐘,,NoRating,86%,7,NoRating,NoRating,
App網紅視訊,＃babynymph,驚悚,其他,2016,阿爾多佩德羅莎,"阿爾多佩德羅莎, 丹達菈安德里安, 拉斐爾費雷拉, 梅隆恩格爾",https://hamivideo.hinet.net/product/144258.do?cs=2,1.6,80分鐘,tt7230318,NoRating,NoRating,NoRating,6.1,NoRating,
耶路撒冷之屋,A House In Jerusalem,家庭,其他,2023,穆阿亞德艾拉楊,"麥莉洛克, 強尼哈里斯, 謝赫拉薩德馬庫爾法雷爾",https://hamivideo.hinet.net/product/273840.do?cs=2,4.8,103分鐘,tt16317452,75%,NoRating,7.1,6.8,NoRating,
高盧英雄歷險記：魔法藥水(法語版),Asterix and the Magic Potion,動畫,法國,2020,"亞歷山大阿斯蒂爾, 路易士克利","克利斯汀克拉維耶, 吉拉姆布里亞, 艾歷克斯魯茲, 亞歷山大阿斯蒂爾",https://hamivideo.hinet.net/product/133560.do?cs=2,4.4,84分鐘,,65%,71%,NoRating,NoRating,NoRating,
他們在島嶼寫作Ⅱ 如歌的行板,A Life That Sings,紀錄片,台灣,2015,陳懷恩,瘂弦,https://hamivideo.hinet.net/product/162013.do?cs=2,4.7,143分鐘,,NoRating,79%,9.5,NoRating,NoRating,
險徑,Shortcut,驚悚,義大利,2020,亞利希歐歷葛歐里,"傑克凱恩, 贊德艾拉諾, 蘇菲珍奧利弗, 茉莉杜",https://hamivideo.hinet.net/product/156328.do?cs=2,2.5,80分鐘,tt8960138,60%,24%,NoRating,4.1,26/100,
不老飆客,American Rider,劇情,美加,2018,卡邁恩坎賈洛西,"湯姆貝林傑, 貝奇歐唐納休, 吉娜葛森, 基夫大衛",https://hamivideo.hinet.net/product/164544.do?cs=2,4.2,97分鐘,,NoRating,NoRating,7.2,NoRating,NoRating,
驚魂13日,Day 13,驚悚,美加,2020,賈克斯梅德爾,"馬丁高夫, 吉娜維芙漢內柳斯, 達妮沃格爾, 阿歷克斯麥克尼科爾",https://hamivideo.hinet.net/product/175722.do?cs=2,3.0,91分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
轟炸魯爾水壩(經典數位修復),The Dam Busters,經典電影,英國,1955,邁克爾安德森,邁克爾雷德格瑞夫,https://hamivideo.hinet.net/product/181866.do?cs=2,4.8,124分鐘,tt0046889,100%,85%,7.1,7.4,NoRating,
六耳獼猴,The Six Ears Macaque Monkey,劇情,其他,2021,鍾智行,"周柏豪, 何花, 方力申",https://hamivideo.hinet.net/product/179734.do?cs=2,2.7,80分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
懸命看護,The Prayer,劇情,韓國,2020,閔奎東,"李裕英, 芮秀貞",https://hamivideo.hinet.net/product/175972.do?cs=2,3.8,78分鐘,tt15108880,92%,62%,6,6.6,NoRating,
榮耀之路,FOR MY COUNTRY,劇情,法國,2023,哈希德阿米,"卡里姆萊克盧, 沙伊恩布曼丁, 宋芸樺, 魯比娜阿扎巴爾",https://hamivideo.hinet.net/product/252163.do?cs=2,2.6,113分鐘,tt19891500,100%,NoRating,5.7,6.2,NoRating,
電柱小僧的冒險,THE ADVENTURE OF DENCHU-KOZO,喜劇,日本,1987,塚本晉也,"仙波成明, 葉岡伸, 不二稿京, 塚本晉也",https://hamivideo.hinet.net/product/246874.do?cs=2,2.0,45分鐘,tt0166069,NoRating,82%,6.9,6.5,NoRating,
裸殺萬里追(康奈爾懷德 經典數位修復),The Naked Prey,經典電影,美加,1965,康奈爾懷德,康奈爾懷德,https://hamivideo.hinet.net/product/150299.do?cs=2,4.1,95分鐘,tt0060736,86%,79%,7.1,7.3,64/100,
陰森,The Toll,驚悚,其他,2020,麥可納德,"喬登海耶斯, 馬克斯達普林",https://hamivideo.hinet.net/product/153793.do?cs=2,3.0,80分鐘,tt9202550,58%,51%,5.3,5.3,NoRating,
街頭危影,Paharganj,劇情,印度,1986,拉基什蘭詹庫馬爾,"洛蕾娜佛朗哥, 比耶什賈亞拉詹, 妮特喬杜里",https://hamivideo.hinet.net/product/259254.do?cs=2,0.0,101分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
競爭,The Competition,喜劇,美加,2018,哈維路尼,"莎拉博琪, 克萊爾考費, 克里斯克萊",https://hamivideo.hinet.net/product/303829.do?cs=2,3.8,102分鐘,,NoRating,NoRating,6.8,NoRating,NoRating,
不朽戀習曲,Forever-Forever,劇情,歐洲,2023,安娜布里亞奇科娃,"扎哈里沙德林, 阿瑟阿利耶夫",https://hamivideo.hinet.net/product/287545.do?cs=2,2.0,104分鐘,tt28480219,NoRating,NoRating,NoRating,6.1,NoRating,
噬淚者,Tearsucker,驚悚,美加,2023,史蒂芬凡德普,"艾莉森沃爾特, 山姆布利頓, 丹妮爾麥克瑞史皮索",https://hamivideo.hinet.net/product/252408.do?cs=2,1.0,94分鐘,tt14162256,NoRating,NoRating,4.2,5.5,NoRating,
